tag,family,topology,seed,diffuse_frac,roughness,theta,rho,control,params_json
KA_anchor_s23,topo,comb,23,d100,,0.0,0.00035733694676309824,0.04976140335202217,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
KA_anchor_s23,topo,comb,23,d100,,-20.0,0.001255986513569951,0.04971151426434517,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
KA_anchor_s23,topo,comb,23,d100,,-40.0,0.002227443503215909,0.049706172198057175,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
KA_anchor_s23,topo,comb,23,d100,,20.0,0.0012439190177246928,0.04971959441900253,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
KA_anchor_s23,topo,comb,23,d100,,40.0,0.002209368161857128,0.04970351234078407,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 6.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08}"
K_flat_r30_s23,ridge,flat,23,d85,0.30,0.0,0.04968429356813431,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_flat_r30_s23,ridge,flat,23,d85,0.30,-37.5,0.05044352263212204,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_flat_r30_s23,ridge,flat,23,d85,0.30,-75.0,0.0879201665520668,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_ours_r30_s23,floor,pyramid,23,d85,0.30,0.0,0.004913405980914831,0.049995336681604385,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_ours_r30_s23,floor,pyramid,23,d85,0.30,-37.5,0.00793937686830759,0.04999567195773125,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_ours_r30_s23,floor,pyramid,23,d85,0.30,-75.0,0.010160303674638271,0.050004009157419205,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_cap31_r30_s23,floor,pyramid,23,d85,0.30,0.0,0.017107650637626648,0.04775464907288551,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_cap31_r30_s23,floor,pyramid,23,d85,0.30,-37.5,0.020036108791828156,0.047817304730415344,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_cap31_r30_s23,floor,pyramid,23,d85,0.30,-75.0,0.03380965813994408,0.050662584602832794,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_flat_r15_s23,ridge,flat,23,d85,0.15,0.0,0.04968137666583061,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_flat_r15_s23,ridge,flat,23,d85,0.15,-37.5,0.05043797567486763,0.04999997466802597,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_flat_r15_s23,ridge,flat,23,d85,0.15,-75.0,0.08795860409736633,0.04999997094273567,"{""arc_segments"": 4, ""depth"": 0.001, ""face_h"": 100.0, ""face_w"": 100.0, ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch_jitter"": 0.0, ""pitch_mean"": 50.0, ""tip_round"": false, ""tip_width"": 50.0, ""valley_round"": 0.0}"
K_ours_r15_s23,floor,pyramid,23,d85,0.15,0.0,0.004082848783582449,0.04999532178044319,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_ours_r15_s23,floor,pyramid,23,d85,0.15,-37.5,0.007382641546428204,0.049995891749858856,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_ours_r15_s23,floor,pyramid,23,d85,0.15,-75.0,0.008689098991453648,0.05000635236501694,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 0.1}"
K_cap31_r15_s23,floor,pyramid,23,d85,0.15,0.0,0.01657039485871792,0.04777190461754799,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_cap31_r15_s23,floor,pyramid,23,d85,0.15,-37.5,0.01970450021326542,0.04794575273990631,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
K_cap31_r15_s23,floor,pyramid,23,d85,0.15,-75.0,0.033191028982400894,0.05041369050741196,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 6.5, ""material"": ""kaster_d85_rho5"", ""pitch"": 4.0, ""tip_flat"": 2.212690669750293}"
