tag,family,topology,valley_round,row_offset,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,0.0,0.0,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.0,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.0,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.0,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.0,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d00,0.0,0.0011435875203460455,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d00,-20.0,0.0007052338914945722,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d00,20.0,0.0007201461703516543,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d00,-40.0,0.0008063088753260672,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d00,40.0,0.000801560003310442,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d76,0.0,0.0011597834527492523,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d76,-20.0,0.001362611074000597,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d76,20.0,0.001361542264930904,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d76,-40.0,0.0016304252203553915,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d76,40.0,0.0016210402827709913,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d100,0.0,0.0012129558017477393,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d100,-20.0,0.0015792683698236942,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d100,20.0,0.0015838243998587132,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d100,-40.0,0.0018890592036768794,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr03,floor,pyramid,0.3,0.0,23,d100,40.0,0.0018858652329072356,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.3, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d00,0.0,0.0013015774311497808,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d00,-20.0,0.0007849662797525525,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d00,20.0,0.0008091096533462405,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d00,-40.0,0.0008672246476635337,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d00,40.0,0.0008596864063292742,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d76,0.0,0.001349562662653625,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d76,-20.0,0.0014784272061660886,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d76,20.0,0.001480855862610042,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d76,-40.0,0.0017265987116843462,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d76,40.0,0.001716665574349463,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d100,0.0,0.0014216367853805423,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d100,-20.0,0.001712316763587296,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d100,20.0,0.0017159495037049055,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d100,-40.0,0.00200544367544353,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_vr05,floor,pyramid,0.5,0.0,23,d100,40.0,0.001999775879085064,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""valley_round"": 0.5, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d00,0.0,0.0010374569101259112,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d00,-20.0,0.000662184611428529,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d00,20.0,0.0006693931645713747,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d00,-40.0,0.0007913438021205366,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d00,40.0,0.0007568465080112219,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d76,0.0,0.0009570812107995152,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d76,-20.0,0.001255102688446641,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d76,20.0,0.0012503047473728657,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d76,-40.0,0.0015345357824116945,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d76,40.0,0.0015191476559266448,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d100,0.0,0.0009743808768689632,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d100,-20.0,0.0014446573331952095,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d100,20.0,0.001448288792744279,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d100,-40.0,0.0017660734010860324,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row01,floor,pyramid,0.0,0.1,23,d100,40.0,0.001762653118930757,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.1, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d00,0.0,0.0010361853055655956,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d00,-20.0,0.0006604351219721138,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d00,20.0,0.0006651192088611424,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d00,-40.0,0.0007830463000573218,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d00,40.0,0.0007453504367731512,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d76,0.0,0.0009582312777638435,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d76,-20.0,0.0012533661210909486,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d76,20.0,0.0012471213703975081,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d76,-40.0,0.0015268635470420122,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d76,40.0,0.0015134760178625584,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d100,0.0,0.0009752576006576419,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d100,-20.0,0.0014434373006224632,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d100,20.0,0.001449339441023767,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d100,-40.0,0.0017644537147134542,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
P66_row02,floor,pyramid,0.0,0.2,23,d100,40.0,0.00176112016197294,0.04999997094273567,"{""backing"": 2.0, ""depth"": 20.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""row_offset"": 0.2, ""tip_flat"": 0.1, ""winding"": ""out""}"
