tag,family,topology,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d00,0.0,0.0010819152230396867,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d00,-20.0,0.0006633443990722299,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d00,20.0,0.0006861964939162135,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d00,-40.0,0.0007155177881941199,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d00,40.0,0.0006946699577383697,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d76,0.0,0.0006446841871365905,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d76,-20.0,0.0009497476276010275,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d76,20.0,0.0009777036029845476,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d76,-40.0,0.0011484804563224316,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d76,40.0,0.0011504179565235972,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d100,0.0,0.0005398520734161139,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d100,-20.0,0.0010643007699400187,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d100,20.0,0.0010637041414156556,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d100,-40.0,0.0012923316098749638,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
P513_pyr2x,floor,pyramid,23,d100,40.0,0.0012897253036499023,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 4.0, ""tip_flat"": 0.1, ""winding"": ""out""}"
