tag,family,topology,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d00,0.0,0.011711030267179012,0.049846503883600235,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d00,-20.0,0.0073209586553275585,0.04985659569501877,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d00,20.0,0.006934544071555138,0.049853961914777756,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d00,-40.0,0.01062399335205555,0.049852970987558365,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d00,40.0,0.009300264529883862,0.04985402524471283,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d76,0.0,0.0037335436791181564,0.04984045401215553,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d76,-20.0,0.0036123243626207113,0.049851905554533005,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d76,20.0,0.003291404340416193,0.04984870180487633,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d76,-40.0,0.004913908429443836,0.04984743148088455,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d76,40.0,0.004151496104896069,0.049849458038806915,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d100,0.0,0.0013942928053438663,0.04983869194984436,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d100,-20.0,0.0026623473968356848,0.04985041916370392,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d100,20.0,0.0023175906389951706,0.04984709993004799,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d100,-40.0,0.0034333807416260242,0.049846164882183075,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxfold,floor,boxgrid,23,d100,40.0,0.002637435682117939,0.04984722286462784,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d00,0.0,0.009050256572663784,0.049843236804008484,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d00,-20.0,0.00642964756116271,0.04985637217760086,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d00,20.0,0.005845271982252598,0.04985695332288742,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d00,-40.0,0.0047665066085755825,0.0498555526137352,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d00,40.0,0.008371580392122269,0.0498531237244606,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d76,0.0,0.0027869143523275852,0.04983735457062721,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d76,-20.0,0.0027955721598118544,0.04985154792666435,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d76,20.0,0.0029606446623802185,0.049852024763822556,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d76,-40.0,0.0030201266054064035,0.04984946548938751,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d76,40.0,0.003896933514624834,0.0498465932905674,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d100,0.0,0.0008725090883672237,0.04983563721179962,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d100,-20.0,0.0019314559176564217,0.04985005035996437,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d100,20.0,0.0021458936389535666,0.049850545823574066,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d100,-40.0,0.002564991358667612,0.049847304821014404,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxlouver,floor,boxgrid_louver,23,d100,40.0,0.0026839282363653183,0.049844637513160706,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""louver_v2"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d00,0.0,0.00037509750109165907,0.049863722175359726,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d00,-20.0,0.0009120787726715207,0.049884993582963943,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d00,20.0,0.0009059887961484492,0.04988738149404526,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d00,-40.0,0.0013640468241646886,0.04987630248069763,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d00,40.0,0.0013573195319622755,0.0498761422932148,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d76,0.0,0.0003048245271202177,0.049858931452035904,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d76,-20.0,0.0010163069237023592,0.0498812198638916,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d76,20.0,0.0010216319933533669,0.0498838908970356,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d76,-40.0,0.001553158974274993,0.049872126430273056,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d76,40.0,0.0015538696898147464,0.04987144097685814,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d100,0.0,0.0002832796599250287,0.049857720732688904,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d100,-20.0,0.0011139560956507921,0.04988039657473564,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d100,20.0,0.001113619189709425,0.04988293722271919,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d100,-40.0,0.0017569356132298708,0.049870654940605164,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P73_boxaccordion,floor,boxgrid_accordion,23,d100,40.0,0.0017460226081311703,0.04987010732293129,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxgrid"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""profile"": ""accordion_v3"", ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d00,0.0,0.0013573827454820275,0.0499948151409626,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d00,-20.0,0.0007827443187125027,0.04999623820185661,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d00,20.0,0.0007738600834272802,0.04999560862779617,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d00,-40.0,0.0007296035182662308,0.049995310604572296,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d00,40.0,0.0007285922765731812,0.0499950535595417,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d76,0.0,0.0009646528633311391,0.049994662404060364,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d76,-20.0,0.0012763378908857703,0.049996115267276764,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d76,20.0,0.0011910056928172708,0.0499955415725708,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d76,-40.0,0.0016639441018924117,0.049995094537734985,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d76,40.0,0.0015622400678694248,0.04999486729502678,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d100,0.0,0.0008722919155843556,0.04999460652470589,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d100,-20.0,0.001439279061742127,0.049996066838502884,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d100,20.0,0.0013403362827375531,0.04999547451734543,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d100,-40.0,0.0019681411795318127,0.049995046108961105,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
P74_boxpanel,floor,boxpanel,23,d100,40.0,0.0018375171348452568,0.0499948151409626,"{""backing"": 2.0, ""depth"": 240.0, ""face_h"": 440.0, ""face_w"": 440.0, ""kind"": ""boxpanel"", ""margin_depths"": 0.5, ""margin_min"": 0.0, ""pitch"": 220.0, ""winding"": ""out""}"
