tag,family,topology,depth,pitch,phi,seed,diffuse_frac,theta,rho,control,params_json
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d00,20.0,0.00020453544857446104,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d00,-40.0,0.00010984532855218276,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d00,40.0,0.00010438894969411194,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d76,0.0,0.0006467918865382671,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d76,-20.0,0.001041460083797574,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d76,20.0,0.0010399231687188148,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d76,-40.0,0.0014859681250527501,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d76,40.0,0.0014943787828087807,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d100,0.0,0.0005411679740063846,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d100,-20.0,0.0013118868228048086,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d100,20.0,0.0013220965629443526,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d100,-40.0,0.0019287294708192348,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p55_phi45,floor,pyramid,50.0,5.500550055005501,45.0,23,d100,40.0,0.0019335473189130425,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d00,0.0,0.0009748325683176517,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d00,-20.0,0.0005453474586829543,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d00,20.0,0.0005949957412667572,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d00,-40.0,0.0005907913437113166,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d00,40.0,0.0006155826849862933,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d76,0.0,0.0005074202781543136,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d76,-20.0,0.0008170526125468314,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d76,20.0,0.000816510000731796,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d76,-40.0,0.0009562971536070108,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d76,40.0,0.0009514051489531994,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d100,0.0,0.00039173156255856156,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d100,-20.0,0.0009129221434704959,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d100,20.0,0.0009038608986884356,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d100,-40.0,0.001090480014681816,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p0,floor,pyramid,25.456,2.0,0.0,23,d100,40.0,0.0010775815462693572,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d00,0.0,0.0009933111723512411,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d00,-20.0,0.0002208149671787396,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d00,20.0,0.00021783584088552743,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d00,-40.0,9.73953356151469e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d00,40.0,9.955620771506801e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d76,0.0,0.0005171742523089051,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d76,-20.0,0.0009663294767960906,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d76,20.0,0.0009735100902616978,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d76,-40.0,0.0013492738362401724,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d76,40.0,0.0013461706694215536,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d100,0.0,0.00039039418334141374,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d100,-20.0,0.0012164528016000986,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d100,20.0,0.001219967845827341,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d100,-40.0,0.0017443279502913356,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02d25_p45,floor,pyramid,25.456,2.0,45.0,23,d100,40.0,0.0017419803189113736,0.04999997094273567,"{""backing"": 2.0, ""depth"": 25.456, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d00,0.0,0.0010783419711515307,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d00,-20.0,0.0002614153490867466,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d00,20.0,0.00027578813023865223,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d00,-40.0,0.00015071807138156146,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d00,40.0,0.00014664276386611164,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d76,0.0,0.0006600405322387815,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d76,-20.0,0.0010431732516735792,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d76,20.0,0.0010371122043579817,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d76,-40.0,0.0016738510457798839,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d76,40.0,0.0016600341768935323,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d100,0.0,0.0005556768737733364,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d100,-20.0,0.001303004682995379,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d100,20.0,0.001294566667638719,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d100,-40.0,0.0021653338335454464,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58b_p02_phi225,floor,pyramid,18.0,2.0,22.5,23,d100,40.0,0.0021551575046032667,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 22.5, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
