tag,family,topology,pitch,tip_flat,phi,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,5.500550055005501,0.0,0.0,23,d100,-40.0,0.001339186099357903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,5.500550055005501,0.0,0.0,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d00,0.0,0.0011153900995850563,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d00,-20.0,0.0006377319805324078,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d00,20.0,0.0006496517453342676,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d00,-40.0,0.0006690359441563487,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d00,40.0,0.000687047082465142,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d76,0.0,0.0006619631312787533,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d76,-20.0,0.0009493415709584951,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d76,20.0,0.0009729141020216048,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d76,-40.0,0.001128445495851338,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t002,floor,pyramid,2.0,0.02,0.0,23,d76,40.0,0.0011386959813535213,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.02, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d00,0.0,0.0011129736667498946,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d00,-20.0,0.0006373144569806755,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d00,20.0,0.0006409426569007337,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d00,-40.0,0.0006975754513405263,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d00,40.0,0.0006979035097174346,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d76,0.0,0.0006581991910934448,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d76,-20.0,0.0009468171047046781,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d76,20.0,0.0009608460823073983,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d76,-40.0,0.0011446992866694927,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t005,floor,pyramid,2.0,0.05,0.0,23,d76,40.0,0.0011379955103620887,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.05, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d00,0.0,0.0011268345406278968,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d00,-20.0,0.0006690659211017191,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d00,20.0,0.00069381610956043,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d00,-40.0,0.0007432890124619007,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d00,40.0,0.0007326810155063868,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d76,0.0,0.0006702528335154057,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d76,-20.0,0.0009687950368970633,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d76,20.0,0.0009888762142509222,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d76,-40.0,0.0011788351694121957,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p02_t015,floor,pyramid,2.0,0.15,0.0,23,d76,40.0,0.0011653198162093759,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.15, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d00,0.0,0.0011652969988062978,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d00,-20.0,0.0006318312953226268,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d00,20.0,0.000670023204293102,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d00,-40.0,0.0007417345768772066,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d00,40.0,0.0007587317377328873,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d76,0.0,0.0007181469118222594,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d76,-20.0,0.000980125623755157,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d76,20.0,0.0010010903934016824,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d76,-40.0,0.0011805049143731594,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p55_t0275,floor,pyramid,5.500550055005501,0.275,0.0,23,d76,40.0,0.0011840773513540626,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.275, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d00,0.0,0.001083784969523549,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d00,-20.0,0.00021630302944686264,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d00,20.0,0.00021889198978897184,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d00,-40.0,0.00010210744221694767,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d00,40.0,0.00010678839316824451,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d76,0.0,0.0006598260370083153,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d76,-20.0,0.0010678754188120365,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d76,20.0,0.0010695429518818855,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d76,-40.0,0.001505924155935645,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d76,40.0,0.0015147182857617736,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d100,0.0,0.0005571424262598157,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d100,-20.0,0.0013355922419577837,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d100,20.0,0.0013376274146139622,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d100,-40.0,0.0019576281774789095,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P58_p02_phi45,floor,pyramid,2.0,0.0,45.0,23,d100,40.0,0.001962924376130104,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 45.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
