tag,family,topology,wall_top,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d00,0.0,0.00014987659233156592,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d00,-20.0,0.00017614247917663306,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d00,20.0,0.00016790298104751855,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d00,-40.0,0.00010773743269965053,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d00,40.0,0.00010753471724456176,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d76,0.0,7.540444494225085e-05,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d76,-20.0,0.0007925796671770513,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d76,20.0,0.0007636054651811719,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d76,-40.0,0.0015431545907631516,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d76,40.0,0.001505410298705101,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d100,0.0,5.419296212494373e-05,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d100,-20.0,0.0009925031336024404,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d100,20.0,0.0009640020434744656,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d100,-40.0,0.002004958689212799,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
P64_stk_knife,stack,stack,0.01,23,d100,40.0,0.0019608326256275177,0.04999997094273567,"{""backing"": 2.0, ""bot"": ""pyramid"", ""bot_depth"": 15.0, ""bot_params"": {""margin_depth_ref"": 50.0, ""pitch"": 2.0, ""tip_flat"": 0.1}, ""face_h"": 60.0, ""face_w"": 60.0, ""margin_depths"": 2.0, ""seed"": 23, ""top"": ""comb"", ""top_depth"": 35.0, ""top_params"": {""jitter"": 0.0, ""pitch"": 12.7, ""wall_bot"": 0.08, ""wall_top"": 0.01}, ""winding"": ""out""}"
