tag,family,topology,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d00,0.0,0.0009738501394167542,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d00,-20.0,0.00029406321118585765,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d00,20.0,0.00028858479345217347,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d00,-40.0,0.00017960628611035645,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d00,40.0,0.00018569208623375744,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d76,0.0,0.0008593030506744981,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d76,-20.0,0.0011626372579485178,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d76,20.0,0.0011495541548356414,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d76,-40.0,0.0016895461594685912,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d76,40.0,0.001663006842136383,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d100,0.0,0.0008638776489533484,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d100,-20.0,0.0014551188796758652,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d100,20.0,0.0014328035758808255,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d100,-40.0,0.0021616569720208645,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
P514_cone2x,cone3d,cone,23,d100,40.0,0.0021429352927953005,0.04999997094273567,"{""backing"": 2.0, ""depth"": 36.36363636363637, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 4.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.06, ""winding"": ""out""}"
