tag,family,topology,depth,pitch,tip_flat,flat_frac,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,50.0,5.500550055005501,0.0,0.0,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,50.0,5.500550055005501,0.0,0.0,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,50.0,5.500550055005501,0.0,0.0,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,50.0,5.500550055005501,0.0,0.0,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d00,0.0,0.0010288124904036522,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d00,-20.0,0.0006921432795934379,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d00,20.0,0.0006890528020448983,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d00,-40.0,0.0007536254706792533,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d00,40.0,0.00068821688182652,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d76,0.0,0.000638880068436265,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d76,-20.0,0.001054109656251967,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d76,20.0,0.001050387043505907,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d76,-40.0,0.0012597740860655904,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d76,40.0,0.0012427173787727952,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d100,0.0,0.0005280770710669458,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d100,-20.0,0.001187862129881978,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d100,20.0,0.0011902886908501387,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d100,-40.0,0.0014224388869479299,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t00,floor,pyramid,90.0,10.0,0.0,0.0,23,d100,40.0,0.0014321907656267285,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d00,0.0,0.0010374177945777774,0.04992455989122391,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d00,-20.0,0.0006837679538875818,0.04991788789629936,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d00,20.0,0.000711248314473778,0.04991938918828964,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d00,-40.0,0.0007496059406548738,0.04992080107331276,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d00,40.0,0.0007532690651714802,0.04991801455616951,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d76,0.0,0.000639706093352288,0.04992149397730827,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d76,-20.0,0.0010541260708123446,0.04991454258561134,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d76,20.0,0.0010545231634750962,0.04991624876856804,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d76,-40.0,0.0012567556696012616,0.04991762340068817,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d76,40.0,0.0012405628804117441,0.04991491883993149,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d100,0.0,0.0005229203961789608,0.04992080479860306,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d100,-20.0,0.0011832923628389835,0.04991334676742554,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d100,20.0,0.001179669052362442,0.049915581941604614,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d100,-40.0,0.0014263852499425411,0.04991674795746803,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t05,floor,pyramid,90.0,10.0,0.5,0.0025,23,d100,40.0,0.0014237253926694393,0.04991383105516434,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.5, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d00,0.0,0.001096960506401956,0.04969501867890358,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d00,-20.0,0.0007458693580701947,0.049680132418870926,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d00,20.0,0.0007476907921954989,0.04967785254120827,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d00,-40.0,0.000874915043823421,0.0496768094599247,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d00,40.0,0.000816906918771565,0.04967046156525612,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d76,0.0,0.0006869093631394207,0.0496835894882679,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d76,-20.0,0.001112483674660325,0.04966861754655838,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d76,20.0,0.0010983067331835628,0.049668051302433014,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d76,-40.0,0.0013231837656348944,0.04966363310813904,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d76,40.0,0.0013163790572434664,0.04965787008404732,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d100,0.0,0.0005598085117526352,0.049680642783641815,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d100,-20.0,0.0012244002427905798,0.04966475069522858,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d100,20.0,0.0012215696042403579,0.04966499283909798,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d100,-40.0,0.0014773886650800705,0.049660976976156235,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t10,floor,pyramid,90.0,10.0,1.0,0.01,23,d100,40.0,0.0014829366700723767,0.049654264003038406,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 1.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d00,0.0,0.0012973009143024683,0.048772480338811874,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d00,-20.0,0.000963947270065546,0.04872722923755646,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d00,20.0,0.000969428161624819,0.048736706376075745,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d00,-40.0,0.0010834889253601432,0.048707567155361176,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d00,40.0,0.0010909223929047585,0.04871227964758873,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d76,0.0,0.0008983470033854246,0.048728372901678085,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d76,-20.0,0.001308755367062986,0.04868123307824135,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d76,20.0,0.0013246232410892844,0.04869122803211212,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d76,-40.0,0.0015764152631163597,0.04865811765193939,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d76,40.0,0.0015849127667024732,0.048664942383766174,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d100,0.0,0.0007777070859447122,0.04871572554111481,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d100,-20.0,0.0014351551653817296,0.04866665601730347,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d100,20.0,0.0014494418865069747,0.04867709055542946,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d100,-40.0,0.001749004703015089,0.04864339530467987,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p10_t20,floor,pyramid,90.0,10.0,2.0,0.04,23,d100,40.0,0.0017637518467381597,0.0486503541469574,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 2.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d00,0.0,0.0011178681161254644,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d00,-20.0,0.0006321723922155797,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P54_p02_t00,floor,pyramid,18.0,2.0,0.0,0.0,23,d00,20.0,0.0006413451628759503,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
