tag,family,topology,phi,roughness,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,0.0,0.3,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.3,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.3,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.3,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d00,0.0,0.0009550409740768373,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d00,-20.0,0.000280337524600327,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d00,20.0,0.0002905478177126497,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d00,-40.0,0.0001795503922039643,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d00,40.0,0.00017554320220369846,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d76,0.0,0.0008656923309899867,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d76,-20.0,0.001164300600066781,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d76,20.0,0.0011508571915328503,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d76,-40.0,0.0016615376807749271,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d76,40.0,0.0016424549976363778,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d100,0.0,0.0008658147417008877,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d100,-20.0,0.0014427322894334793,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d100,20.0,0.00144147127866745,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d100,-40.0,0.0021220636554062366,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,0.0,0.3,23,d100,40.0,0.0021221807692199945,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d00,0.0,3.573652793420479e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d00,-20.0,1.3018127901887055e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d00,20.0,1.4059261047805194e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d00,-40.0,1.3131401829014067e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d00,40.0,1.2665110261877999e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d76,0.0,0.0006479360745288432,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d76,-20.0,0.0011010043090209365,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d76,20.0,0.001086780452169478,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d76,-40.0,0.0016215237556025386,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d76,40.0,0.0016042737988755107,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d100,0.0,0.0008658147417008877,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d100,-20.0,0.0014427322894334793,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d100,20.0,0.00144147127866745,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d100,-40.0,0.0021220636554062366,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg10,cone3d,cone,0.0,0.1,23,d100,40.0,0.0021221807692199945,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d00,0.0,0.0039029160980135202,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d00,-20.0,0.0015626904787495732,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d00,20.0,0.0015814814250916243,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d00,-40.0,0.0010402690386399627,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d00,40.0,0.001054812571965158,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d76,0.0,0.001564941368997097,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d76,-20.0,0.001465243985876441,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d76,20.0,0.0014568959595635533,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d76,-40.0,0.0018632388673722744,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d76,40.0,0.0018480486469343305,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d100,0.0,0.0008658147417008877,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d100,-20.0,0.0014427322894334793,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d100,20.0,0.00144147127866745,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d100,-40.0,0.0021220636554062366,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_cone_rg50,cone3d,cone,0.0,0.5,23,d100,40.0,0.0021221807692199945,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P512_pyr_p30_rg10,floor,pyramid,30.0,0.1,23,d00,0.0,1.4692482181999367e-05,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 30.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P512_pyr_p30_rg10,floor,pyramid,30.0,0.1,23,d00,-20.0,2.766420948319137e-06,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 30.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P512_pyr_p30_rg10,floor,pyramid,30.0,0.1,23,d00,20.0,2.988455435115611e-06,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 30.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P512_pyr_p30_rg10,floor,pyramid,30.0,0.1,23,d00,-40.0,2.764652208497864e-06,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 30.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P512_pyr_p30_rg10,floor,pyramid,30.0,0.1,23,d00,40.0,2.6656293812266085e-06,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""phi"": 30.0, ""pitch"": 2.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
