tag,family,topology,apex_jitter,tip_drop,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,0.0,0.0,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.0,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.0,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.0,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,0.0,0.0,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d00,0.0,0.0010993006872013211,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d00,-20.0,0.0006024655885994434,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d00,20.0,0.0006260488880798221,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d00,-40.0,0.0005317002069205046,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d00,40.0,0.0005574871320277452,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d76,0.0,0.0007191846962086856,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d76,-20.0,0.0009663054952397943,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d76,20.0,0.0009838453261181712,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d76,-40.0,0.0011821871157735586,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d76,40.0,0.001189699862152338,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d100,0.0,0.0006031850934959948,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d100,-20.0,0.001076383632607758,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d100,20.0,0.0011052630143240094,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d100,-40.0,0.0013896962627768517,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j30,floor,pyramid,0.3,0.0,23,d100,40.0,0.001398985623382032,0.04999997094273567,"{""apex_jitter"": 0.3, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d00,0.0,0.0010100931394845247,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d00,-20.0,0.0005536848912015557,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d00,20.0,0.0005215977435000241,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d00,-40.0,0.0004675881646107882,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d00,40.0,0.00044400314800441265,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d76,0.0,0.0006922598695382476,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d76,-20.0,0.0009511737152934074,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d76,20.0,0.0009596465970389545,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d76,-40.0,0.001239345408976078,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d76,40.0,0.0012806504964828491,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d100,0.0,0.0006025767652317882,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d100,-20.0,0.0010917721083387733,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d100,20.0,0.0011262145126238465,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d100,-40.0,0.001493598334491253,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60,floor,pyramid,0.6,0.0,23,d100,40.0,0.001563622266985476,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d00,0.0,0.0010139612713828683,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d00,-20.0,0.0005764603847637773,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d00,20.0,0.0005228799418546259,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d00,-40.0,0.00044326746137812734,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d00,40.0,0.00046314322389662266,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d76,0.0,0.0007405761862173676,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d76,-20.0,0.0009945773053914309,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d76,20.0,0.0010120855877175927,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d76,-40.0,0.0012553395936265588,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d76,40.0,0.0013708326732739806,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d100,0.0,0.0006498460425063968,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d100,-20.0,0.001133080804720521,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d100,20.0,0.001182560226880014,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d100,-40.0,0.0015315503114834428,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j60d15,floor,pyramid,0.6,0.15,23,d100,40.0,0.001663915696553886,0.04999997094273567,"{""apex_jitter"": 0.6, ""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""seed"": 23, ""tip_drop"": 0.15, ""tip_flat"": 0.0, ""winding"": ""out""}"
