tag,family,topology,pitch,depth,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,5.500550055005501,50.0,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,5.500550055005501,50.0,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,5.500550055005501,50.0,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,5.500550055005501,50.0,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,5.500550055005501,50.0,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d00,0.0,0.0010103604290634394,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d00,-20.0,0.0006759918760508299,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d00,20.0,0.0006404294981621206,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d00,-40.0,0.000837137340568006,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d00,40.0,0.0007893508300185204,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d76,0.0,0.0009540137252770364,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d76,-20.0,0.0013803476467728615,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d76,20.0,0.0013754002284258604,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d76,-40.0,0.0016427559312433004,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d76,40.0,0.0016453679418191314,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d100,0.0,0.000953474547713995,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d100,-20.0,0.0016171926399692893,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d100,20.0,0.0016144646797329187,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d100,-40.0,0.0019314675591886044,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d50,floor,pyramid,10.0,50.0,23,d100,40.0,0.0019419931340962648,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d00,0.0,0.0008160151774063706,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d00,-20.0,0.0005681989132426679,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d00,20.0,0.0005429302109405398,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d00,-40.0,0.0007241996354423463,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d00,40.0,0.0007246577297337353,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d76,0.0,0.0012566889636218548,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d76,-20.0,0.0016559935174882412,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d76,20.0,0.0016135073965415359,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d76,-40.0,0.001934315892867744,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d76,40.0,0.0019476735033094883,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d100,0.0,0.0014215352712199092,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d100,-20.0,0.002030422678217292,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d100,20.0,0.0019718105904757977,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d100,-40.0,0.0023573816288262606,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p15d50,floor,pyramid,15.0,50.0,23,d100,40.0,0.00235396483913064,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 15.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d00,0.0,0.0005977797554805875,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d00,-20.0,0.00046867792843841016,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d00,20.0,0.0004789913073182106,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d00,-40.0,0.0007141929818317294,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d00,40.0,0.0006758923991583288,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d76,0.0,0.0014139859704300761,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d76,-20.0,0.0017488496378064156,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d76,20.0,0.0017582892905920744,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d76,-40.0,0.0020234419498592615,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d76,40.0,0.002018590224906802,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d100,0.0,0.0016697016544640064,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d100,-20.0,0.0021651387214660645,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d100,20.0,0.0021687960252165794,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d100,-40.0,0.0024605041835457087,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p20d50,floor,pyramid,20.0,50.0,23,d100,40.0,0.0024603260681033134,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 20.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d00,0.0,0.0010288124904036522,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d00,-20.0,0.0006921432795934379,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d00,20.0,0.0006890528020448983,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d00,-40.0,0.0007536254706792533,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d00,40.0,0.00068821688182652,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d76,0.0,0.000638880068436265,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d76,-20.0,0.001054109656251967,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d76,20.0,0.001050387043505907,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d76,-40.0,0.0012597740860655904,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d76,40.0,0.0012427173787727952,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d100,0.0,0.0005280770710669458,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d100,-20.0,0.001187862129881978,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d100,20.0,0.0011902886908501387,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d100,-40.0,0.0014224388869479299,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_pyr_p10d90,floor,pyramid,10.0,90.0,23,d100,40.0,0.0014321907656267285,0.04999997094273567,"{""backing"": 2.0, ""depth"": 90.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 10.0, ""tip_flat"": 0.0, ""winding"": ""out""}"
P6_comb_c095,topo,comb,9.5,50.0,23,d00,0.0,0.002464916557073593,0.049700554460287094,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 9.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08, ""winding"": ""out""}"
P6_comb_c095,topo,comb,9.5,50.0,23,d00,-20.0,0.0003668575664050877,0.04971383139491081,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 9.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08, ""winding"": ""out""}"
P6_comb_c095,topo,comb,9.5,50.0,23,d00,20.0,0.00036931774229742587,0.0497189536690712,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 9.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08, ""winding"": ""out""}"
P6_comb_c095,topo,comb,9.5,50.0,23,d00,-40.0,0.0003393448714632541,0.049703262746334076,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 9.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08, ""winding"": ""out""}"
P6_comb_c095,topo,comb,9.5,50.0,23,d00,40.0,0.00033960185828618705,0.04971037060022354,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""jitter"": 0.0, ""margin_depths"": 2.0, ""pitch"": 9.5, ""seed"": 23, ""topology"": ""comb"", ""wall_bot"": 0.08, ""wall_top"": 0.08, ""winding"": ""out""}"
