tag,family,topology,depth,pitch,tip_radius,seed,diffuse_frac,theta,rho,control,params_json
P5_j00,floor,pyramid,50.0,5.500550055005501,,23,d100,0.0,0.0006007355405017734,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,50.0,5.500550055005501,,23,d100,-20.0,0.0010940461652353406,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,50.0,5.500550055005501,,23,d100,20.0,0.0010951333679258823,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,50.0,5.500550055005501,,23,d100,-40.0,0.0013391865650191903,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P5_j00,floor,pyramid,50.0,5.500550055005501,,23,d100,40.0,0.0013366296188905835,0.04999997094273567,"{""backing"": 2.0, ""depth"": 50.0, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 5.500550055005501, ""tip_flat"": 0.0, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d00,0.0,0.0009963813936337829,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d00,-20.0,0.0003242969687562436,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d00,20.0,0.00031234792550094426,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d00,-40.0,0.00023060973035171628,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d00,40.0,0.00022840641031507403,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d76,0.0,0.0008890295284800231,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d76,-20.0,0.001180023537017405,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d76,20.0,0.001171066309325397,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d76,-40.0,0.0016838916344568133,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d76,40.0,0.0016771226655691862,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d100,0.0,0.0008787328843027353,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d100,-20.0,0.0014585696626454592,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d100,20.0,0.001461601466871798,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d100,-40.0,0.002146300161257386,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P59_cone20,cone3d,cone,18.181818181818183,2.0,0.07272727272727274,23,d100,40.0,0.002146163722500205,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.07272727272727274, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d00,0.0,0.0009550409740768373,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d00,-20.0,0.000280337524600327,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d00,20.0,0.0002905478177126497,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d00,-40.0,0.0001795503922039643,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d00,40.0,0.00017554320220369846,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d76,0.0,0.0008656923309899867,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d76,-20.0,0.001164300600066781,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d76,20.0,0.0011508571915328503,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d76,-40.0,0.0016615375643596053,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d76,40.0,0.0016424549976363778,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d100,0.0,0.0008658147417008877,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d100,-20.0,0.0014427322894334793,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d100,20.0,0.00144147127866745,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d100,-40.0,0.0021220636554062366,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r003,cone3d,cone,18.181818181818183,2.0,0.03,23,d100,40.0,0.0021221807692199945,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.03, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d00,0.0,0.0011333647416904569,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d00,-20.0,0.0004926887922920287,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d00,20.0,0.00047525789705105126,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d00,-40.0,0.0004045991809107363,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d00,40.0,0.0004009091353509575,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d76,0.0,0.0010012596612796187,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d76,-20.0,0.0013102855300530791,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d76,20.0,0.0012924129841849208,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d76,-40.0,0.001812440692447126,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d76,40.0,0.0018179420148953795,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d100,0.0,0.000983010744675994,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d100,-20.0,0.0015770423924550414,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d100,20.0,0.0015703840181231499,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d100,-40.0,0.002265732269734144,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_cone_r015,cone3d,cone,18.181818181818183,2.0,0.15,23,d100,40.0,0.002259628614410758,0.04999997094273567,"{""backing"": 2.0, ""depth"": 18.181818181818183, ""depth_jitter"": 0.0, ""face_h"": 60.0, ""face_w"": 60.0, ""height_seg"": 12, ""jitter"": 0.3, ""margin_depths"": 2.0, ""pitch"": 2.0, ""profile_power"": 1.0, ""radial_seg"": 24, ""seed"": 23, ""tip_radius"": 0.15, ""winding"": ""out""}"
P510_pyr_p15,floor,pyramid,13.5,1.5,,23,d00,0.0,0.0010936815524473786,0.04999997094273567,"{""backing"": 2.0, ""depth"": 13.5, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 1.5, ""tip_flat"": 0.0, ""winding"": ""out""}"
P510_pyr_p15,floor,pyramid,13.5,1.5,,23,d00,-20.0,0.0006250104634091258,0.04999997094273567,"{""backing"": 2.0, ""depth"": 13.5, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 1.5, ""tip_flat"": 0.0, ""winding"": ""out""}"
P510_pyr_p15,floor,pyramid,13.5,1.5,,23,d00,20.0,0.0006430370267480612,0.04999997094273567,"{""backing"": 2.0, ""depth"": 13.5, ""face_h"": 60.0, ""face_w"": 60.0, ""kind"": ""pyramid"", ""margin_depths"": 2.0, ""pitch"": 1.5, ""tip_flat"": 0.0, ""winding"": ""out""}"
